Datum,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Radfahren – Dauer (ms),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms),Leichter Schlaf – Dauer (ms),Tiefer Schlaf – Dauer (ms),Wachphase beim Schlafen – Dauer (ms)
2015-06-21,1925.9217529296875,1619.6859130859375,,,,28.072874069213867,-16.785057067871094,28.13869285583496,-16.728361129760742,1.0334714651107788,2.9516942501068115,0.6621932983398438,3971,,,,,84241339,2158661,,,,
2015-06-22,1976.779052734375,3459.999755859375,,,,28.047008514404297,-16.780704498291016,47.485084533691406,8.570207595825195,13.936406135559082,26.645700454711914,0.5682429075241089,7240,,,,,62221512,4079061,,,,
2015-06-23,1802.9803466796875,366.77178955078125,,,,47.30391311645508,7.870708465576172,47.31669616699219,7.915101528167725,1.7130370140075684,2.4539151191711426,0.98595130443573,1736,,,,,83542972,477843,,,,
2015-06-24,1800.0001220703125,,,,,47.30419158935547,7.879680633544922,47.30495834350586,7.880325794219971,0.8009894490242004,3.001016616821289,0.5115662217140198,111,,,,,86400000,,,,,
2015-06-25,1959.4051513671875,3347.184326171875,,,,47.05621337890625,7.830234050750732,47.3637809753418,8.259060859680176,0.672635018825531,9.070049285888672,0.5103920102119446,8005,,,,,65196269,4353491,,,,
2015-06-26,2127.23828125,4355.40576171875,,,,47.294185638427734,7.574803352355957,47.570404052734375,7.917051315307617,2.3481616973876953,16.07044792175293,1.012422800064087,8818,,,,,72021287,6239625,,,,
2015-06-27,1800.0,,,,,47.3041877746582,7.8797478675842285,47.30463409423828,7.880321979522705,1.2150342464447021,1.645752191543579,0.6964194178581238,,,,,,86400000,,,,,
2015-06-28,1799.539794921875,,,,,47.30420684814453,7.879108428955078,47.304481506347656,7.880331516265869,0.7918835282325745,1.478005290031433,0.7446475625038147,376,,,,,86377911,,,,,
2015-06-29,1912.964599609375,2116.760986328125,,,,46.9469108581543,7.434876918792725,47.3093147277832,7.905913829803467,1.5277009010314941,1.7057549953460693,0.6312685608863831,5588,,,,,78177758,1908328,123422,,,
2015-06-30,1959.4786376953125,2764.177734375,,,,46.947208404541016,7.434900283813477,47.30632019042969,7.951469421386719,2.3113906383514404,5.260085582733154,0.9396275281906128,5943,,,,,75777688,2993394,,,,
2015-07-01,1942.9581298828125,2911.6396484375,,,,46.947025299072266,7.434810638427734,47.31170654296875,7.917636394500732,1.539008378982544,2.2428998947143555,0.904488742351532,6007,,,,,78599500,2594268,,,,
2015-07-02,1921.0875244140625,2415.299560546875,,,,46.9472770690918,7.434822082519531,47.30636215209961,7.880972385406494,2.707540273666382,4.815080642700195,0.6000000238418579,5104,,,,,79059316,2177445,,,,
2015-07-03,1910.29345703125,2155.97998046875,,,,46.94734573364258,7.434858322143555,47.306392669677734,7.881191253662109,13.834238052368164,27.904123306274414,1.1038568019866943,4623,,,,,78392261,1898406,,,,
2015-07-04,1778.462158203125,15.006694793701172,,,,47.304290771484375,7.878630638122559,47.47793960571289,8.185332298278809,9.323464393615723,13.003649711608887,3.6411125659942627,1154,,,,,82861662,64624,,,,
2015-07-05,1844.344482421875,931.697265625,,,,47.30417251586914,7.876852512359619,47.47917938232422,8.292304992675781,17.297924041748047,33.84000015258789,1.2300000190734863,2386,,,,,81272207,1114895,,,,
2015-07-06,2026.60400390625,3989.285400390625,,,,47.30431365966797,7.878953456878662,47.470760345458984,8.568225860595703,,,,7704,,,,,76245824,3958795,,,,
2015-07-07,1951.6640625,2701.6728515625,,,,46.94713592529297,7.4348297119140625,47.306453704833984,7.880843162536621,11.763266563415527,21.94270896911621,1.5838245153427124,5604,,,,,79212650,2629694,,,,
2015-07-08,1951.1964111328125,2632.88623046875,,,,46.94713592529297,7.434847354888916,47.31304168701172,7.92296028137207,1.6087439060211182,4.907962799072266,1.216593623161316,5181,,,,,77826563,2724973,,,,
2015-07-09,1716.517578125,1948.005615234375,,,,46.9472770690918,7.434855937957764,47.30649185180664,7.880926132202148,10.850613594055176,38.11000442504883,0.8858893513679504,4290,,,,,69866263,1835884,,,,
2015-07-10,1962.3507080078125,3665.24169921875,,,,46.150455474853516,7.4348578453063965,47.30849838256836,9.0048828125,2.281247854232788,22.330726623535156,0.5805169939994812,6622,,,,,56910079,4344143,,,,
2015-07-11,930.24658203125,2449.002197265625,,,,46.17749786376953,8.788481712341309,46.31194305419922,8.865005493164062,,,,5763,,,,,27564298,3392529,,,,
2015-07-12,982.521240234375,29.957550048828125,,,,,,,,,,,295,,,,788994,38613717,75530,,,,
2015-07-13,1962.5218505859375,2743.169677734375,,,,,,,,,,,5130,,,,,78533158,2786088,,,,
2015-07-14,1980.1240234375,3092.0185546875,,,,47.21718215942383,7.784356594085693,47.21718215942383,7.784356594085693,,,,5648,,,,,78412965,2675322,177700,,,
2015-07-15,1922.84130859375,2415.177490234375,,,,46.94831466674805,7.437094688415527,47.306453704833984,7.87830114364624,1.7978042364120483,1.7978042364120483,1.7978042364120483,4921,,,,,79777211,2167980,,,,
2015-07-16,1578.8670654296875,1459.7315673828125,,,,,,,,,,,4295,,,,,57966479,2459425,,,,
2015-07-17,1946.1416015625,2517.5048828125,,,,46.94723129272461,7.435732841491699,47.25713348388672,7.827704906463623,1.0378855466842651,1.1906721591949463,0.8850988745689392,5482,,,,,77777976,2562181,,,,
2015-07-18,1825.9217529296875,383.01190185546875,,,,47.304141998291016,7.879137992858887,47.30458068847656,7.880336284637451,,,,1162,,,,,82638604,486693,,,,
2015-07-19,1798.4178466796875,,,,,,,,,,,,595,,,,,86324061,,,,,
2015-07-20,1933.1881103515625,2273.8935546875,,,,,,,,,,,5665,,,,,79613957,2293748,,,,
2015-07-21,1908.2655029296875,1944.9373779296875,,,,,,,,,,,4122,,,,,79233001,1971341,,,,
2015-07-22,1900.46533203125,1852.954345703125,,,,,,,,,,,4355,,,,,79730785,1833825,,,,
2015-07-23,1998.5711669921875,3270.5966796875,,,,,,,,,,,6642,,,,,72976101,3450383,,,,
2015-07-24,2214.9501953125,7973.142578125,,,,,,,,,,,13143,,,,,45371920,7698611,,,,
2015-07-25,1632.5050048828125,416.4700622558594,,,,,,,,,,,1240,,,,,69615945,684675,,,,
2015-07-26,1065.3876953125,159.59947204589844,,,,,,,,,,,705,,,,,47780671,299541,,,,
2015-07-27,1898.8193359375,1925.7054443359375,,,,,,,,,,,3962,,,,,77470086,1814899,,,,
2015-07-28,1909.7938232421875,2046.4820556640625,,,,,,,,,,,4791,,,,,78700833,1986913,,,,
2015-07-29,1937.5831298828125,1986.972900390625,,,,,,,,,,,4152,,,,,79138342,1945934,177750,,,
2015-07-30,1943.4619140625,2704.9345703125,,,,,,,,,,,6696,,,,,76611692,2634295,,,,
2015-07-31,1942.86572265625,2787.560302734375,,,,,,,,,,,5758,,,,,75041662,2662346,,,,
2015-08-01,1782.824462890625,,,,,,,,,,,,625,,,,,85575577,,,,,
2015-08-02,1818.919189453125,242.55116271972656,,,,,,,,,,,926,,,,,83682693,357562,,,,
2015-08-03,1916.2943115234375,2024.870849609375,,,,,,,,,,,4134,,,,,78923797,2024425,,,,
2015-08-04,1904.370849609375,1997.8310546875,,,,,,,,,,,4341,,,,,79418569,1813016,,,,
2015-08-05,1904.0218505859375,1979.2236328125,,,,,,,,,,,4385,,,,,79325575,1842621,,,,
2015-08-06,1913.718017578125,2175.027099609375,,,,,,,,,,,4374,,,,,79109144,1971577,,,,
2015-08-07,2006.6507568359375,3819.58251953125,,,,,,,,,,,7016,,,,,76350882,3568194,,,,
2015-08-08,1833.69677734375,577.2286376953125,,,,,,,,,,,1099,,,,,83311829,577666,,,,
2015-08-09,1800.1417236328125,18.269020080566406,,,,,,,,,,,507,,,,,86287404,31421,,,,
2015-08-10,1898.656982421875,1803.9947509765625,,,,,,,,,,,4422,,,,,79529269,1732324,,,,
2015-08-11,1963.612060546875,4267.6318359375,,,,,,,,,,,8706,,,,,73215505,3968271,,,,
2015-08-12,1897.218017578125,2101.54736328125,,,,,,,,,,,4582,,,,,79289203,1905149,,,,
2015-08-13,1939.6610107421875,2520.369384765625,,,,,,,,,,,5110,,,,,78918000,2419982,,,,
2015-08-14,1908.576904296875,2000.5892333984375,,,,,,,,,,,4450,,,,,78273295,1946189,,,,
2015-08-15,1747.55810546875,826.7196044921875,,,,,,,,,,,4712,,,,,72061563,1188456,,,,
2015-08-16,1800.0,,,,,,,,,,,,415,,,,,86400000,,,,,
2015-08-17,2007.9053955078125,4112.3076171875,,,,,,,,,,,6866,,,,,75887176,3692838,,,,
2015-08-18,1841.318359375,579.2798461914062,,,,,,,,,,,3195,,,,,73281266,1073753,,,,
2015-08-19,1944.52734375,2479.7744140625,,,,,,,,,,,5186,,,,,78442905,2414689,84445,,,
2015-08-20,1968.397705078125,3033.745361328125,,,,,,,,,,,5818,,,,,77546346,2926908,118883,,,
2015-08-21,1915.18408203125,1931.54931640625,,,,,,,,,,,4140,,,,,77187369,2016876,,,,
2015-08-22,1858.3411865234375,1947.0606689453125,,,,,,,,,,,6574,,,,,71465260,2415351,,,,
2015-08-23,1800.0,,,,,47.304283142089844,7.879756927490234,47.304443359375,7.880117893218994,1.5141702890396118,3.066349744796753,0.6399999856948853,748,,,,,84265578,,,,,
2015-08-24,1942.5406494140625,2237.516357421875,,,,47.30429458618164,7.880614280700684,47.30429458618164,7.880614280700684,,,,5164,,,,,78770141,2117204,177705,,,
2015-08-25,1931.04296875,2229.77294921875,,,,,,,,,,,4678,,,,,77639663,2062933,120334,,,
2015-08-26,1410.517333984375,2621.671875,,,,,,,,,,,4863,,,,,51835682,2798821,,,,
2015-08-27,1600.78564453125,2128.046875,,,,,,,,,,,3906,,,,,64866184,2208162,,,,
2015-08-28,1971.88427734375,2544.20263671875,,,,,,,,,,,5746,,,,,78053273,2946591,,,,
2015-08-29,1797.0419921875,,,,,,,,,,,,275,,,,,84166918,,,,,
2015-08-30,1807.190673828125,101.08148193359375,,,,,,,,,,,868,,,,,84224526,123269,,,,
2015-08-31,1654.317138671875,410.185302734375,,,,,,,,,,,2007,,,,,72862356,520966,,,,
2015-09-01,1934.79736328125,2368.150634765625,,,,,,,,,,,5088,,,,,77070500,2539164,,,,
2015-09-02,1830.6248779296875,417.3460388183594,,,,,,,,,,,2717,,,,,81439665,759444,,,,
2015-09-03,1867.7672119140625,831.06689453125,,,,,,,,,,,4058,,,,,66508241,1434363,,,,
2015-09-04,1972.0125732421875,2839.218994140625,,,,46.947715759277344,7.437005519866943,46.94794464111328,7.437527656555176,1.5143643617630005,2.421673059463501,0.5448853373527527,6341,,,,,78115202,3006256,,,,
2015-09-05,1972.1297607421875,3354.13671875,,,,,,,,,,,7978,,,,,72962659,4293710,,,,
2015-09-06,1801.8304443359375,11.744369506835938,,,,,,,,,,,309,,,,,86368620,31380,,,,
2015-09-07,1909.551025390625,1925.48974609375,,,,,,,,,,,5134,,,,,79247676,1978893,,,,
2015-09-08,1895.744384765625,2052.9853515625,,,,,,,,,,,4271,,,,,79481373,1945989,,,,
2015-09-09,1901.958251953125,1998.2950439453125,,,,,,,,,,,5477,,,,,78122251,1831329,,,,
2015-09-10,1939.90283203125,2345.092529296875,,,,,,,,,,,4381,,,,,78623716,2474466,,,,
2015-09-11,2011.7939453125,4470.4814453125,,,,,,,,,,,8513,,,,,76264144,3994171,,,,
2015-09-12,1809.784423828125,92.6500244140625,,,,,,,,,,,515,,,,,83820908,167735,,,,
2015-09-13,1806.25439453125,89.36347961425781,,,,,,,,,,,1108,,,,,83808095,174335,,,,
2015-09-14,1865.922607421875,1236.857177734375,,,,,,,,,,,3601,,,,,81566705,1827683,,,,
2015-09-15,1910.211669921875,1444.1060791015625,,,,,,,,,,,3878,,,,,80159607,2059256,,,,
2015-09-16,1857.33056640625,978.853271484375,,,,47.304412841796875,7.879757881164551,47.304412841796875,7.879757881164551,,,,3243,,,,,85273919,1020514,,,,
2015-09-17,1859.7598876953125,1325.406005859375,,,,47.3043212890625,7.879717826843262,47.30447769165039,7.8804497718811035,4.086488723754883,5.728944301605225,2.444033622741699,3756,,,,,79433018,1417458,,,,
2015-09-18,1801.71826171875,22.183809280395508,,,,47.30402755737305,7.87947940826416,47.30462646484375,7.880313873291016,0.7876555323600769,1.3701459169387817,0.6100819706916809,894,,,,,86370542,29458,,,,
2015-09-19,1791.7867431640625,2994.431640625,,,,47.30411911010742,7.805525302886963,47.39118957519531,8.127479553222656,8.00046157836914,36.63252639770508,0.5,12641,,,,,59085726,3608158,,,,
2015-09-20,1800.0,,,,,47.304100036621094,7.879415035247803,47.30450439453125,7.880178928375244,1.3447470664978027,1.8799999952316284,0.7003570795059204,5,,,,,86400000,,,,,
2015-09-21,1943.529541015625,2642.61279296875,,,,46.94755935668945,7.43703556060791,47.3045768737793,7.880189418792725,11.957070350646973,29.053964614868164,0.8682165741920471,5749,,,,,78886358,2520472,,,,
2015-09-22,1924.6322021484375,2265.827392578125,,,,46.94715881347656,7.435427665710449,47.324832916259766,7.897663116455078,2.914515733718872,36.50019836425781,0.667083203792572,5115,,,,,78026881,1902784,117948,,,
2015-09-23,1973.03369140625,2891.92333984375,,,,46.947044372558594,7.43583869934082,47.305789947509766,7.8803935050964355,3.44746732711792,13.986010551452637,0.5807753205299377,8017,,,,,78769935,2800371,124831,,,
2015-09-24,1907.123291015625,2114.074951171875,,,,46.946868896484375,7.434414863586426,47.30462646484375,7.880142688751221,4.398791790008545,34.9649772644043,0.6449806094169617,4296,,,,,79199192,1948000,,,,
2015-09-25,2007.2989501953125,3366.804443359375,,,,46.9471321105957,7.435904026031494,47.30554962158203,7.8897247314453125,1.7683199644088745,11.622908592224121,0.8109870553016663,6780,,,,,75378463,3724979,,,,
2015-09-26,1801.7216796875,16.96409034729004,,,,47.30390930175781,7.8791327476501465,47.30464553833008,7.880050182342529,3.959941864013672,7.340245723724365,0.6736468076705933,459,,,,,86370484,29516,,,,
2015-09-27,1798.23291015625,,,,,47.303924560546875,7.879288196563721,47.30466842651367,7.880391597747803,1.0779913663864136,2.828002691268921,0.5044798851013184,797,,,,,86315187,,,,,
2015-09-28,1883.94189453125,1615.9354248046875,,,,46.9471435546875,7.435157299041748,47.30644607543945,7.880882263183594,1.5795530080795288,18.639680862426758,0.5131276845932007,4896,,,,,76761216,1270570,141049,,,
2015-09-29,1943.12451171875,2479.183349609375,,,,46.94838333129883,7.436330318450928,47.30450439453125,7.880267143249512,1.494624137878418,2.951084613800049,0.6876772046089172,6360,,,,,78342936,2582208,,,,
2015-09-30,1957.37158203125,2993.07177734375,,,,47.21631622314453,7.783052921295166,47.30642318725586,7.880496978759766,1.143056035041809,2.8022310733795166,0.8899999856948853,5566,,,,,78102403,2821831,,,,
2015-10-01,1857.61669921875,1573.8714599609375,,,,47.30397033691406,7.878450870513916,47.39261245727539,8.0743989944458,5.277032375335693,11.140000343322754,0.50803542137146,5476,,,,,78850082,1748877,,,,
2015-10-02,1923.1640625,2259.30615234375,,,,46.94712448120117,7.436136722564697,47.30622863769531,7.880170822143555,4.378604888916016,12.969887733459473,0.5232590436935425,5315,,,,,78647766,2318182,,,,
2015-10-03,2068.08203125,4568.396484375,,,,47.04949188232422,7.878507614135742,47.31407165527344,8.314291000366211,5.103857040405273,25.007383346557617,0.6500768661499023,9791,,,,,73989749,5272140,,,,
2015-10-04,1800.0,,,,,47.3040771484375,7.879340171813965,47.304752349853516,7.880718231201172,1.4124031066894531,2.620858669281006,0.5024937987327576,107,,,,,86400000,,,,,
2015-10-05,1967.447021484375,2058.80126953125,,,,46.94877243041992,7.437658786773682,47.30643081665039,7.880249977111816,1.3159396648406982,3.3347864151000977,0.6806614398956299,6427,,,,,79080916,2485421,182218,,,
2015-10-06,1932.1005859375,2361.071044921875,,,,46.94784927368164,7.434539794921875,47.306304931640625,7.880331039428711,4.384997367858887,16.5305118560791,0.5366563200950623,5546,,,,,79024691,2393443,,,,
2015-10-07,1960.56884765625,2849.716552734375,,,,46.9471549987793,7.434863090515137,47.304595947265625,7.880499362945557,1.2852787971496582,3.7981178760528564,0.5099019408226013,5747,,,,,78719861,2541775,127371,,,
2015-10-08,1959.999267578125,3289.95361328125,,,,46.94728088378906,7.434793472290039,47.306312561035156,7.880346298217773,3.3504040241241455,12.170201301574707,0.5024937987327576,6704,,,,,74167901,3329501,,,,
2015-10-09,1975.674072265625,2781.554931640625,,,,46.948272705078125,7.437033653259277,47.307701110839844,7.893294334411621,16.20540428161621,28.68000030517578,1.1627552509307861,6946,,,,,74071017,3165903,110752,,,
2015-10-10,1853.45166015625,842.13427734375,,,,47.45256423950195,8.085357666015625,47.4929084777832,8.289994239807129,3.8110110759735107,18.051681518554688,0.5445181727409363,2164,,,,,79188883,916316,,,,
2015-10-11,1806.9361572265625,69.54224395751953,,,,47.30423355102539,7.879016876220703,47.473594665527344,8.085793495178223,0.9015516042709351,2.632052421569824,0.5703507661819458,465,,,,,83997580,129655,,,,
2015-10-12,1950.041748046875,2425.452880859375,,,,46.94673538208008,7.437252998352051,47.30567932128906,7.8802409172058105,2.317653179168701,3.690122127532959,0.5208646655082703,4816,,,,,78713025,2582682,,,,
2015-10-13,1945.2877197265625,2344.872314453125,,,,46.948707580566406,7.436783313751221,47.30462646484375,7.880570888519287,1.0991783142089844,3.3363454341888428,0.5728001594543457,6687,,,,,76503301,1875026,394065,,,
2015-10-14,1970.8651123046875,3043.817626953125,,,,46.947383880615234,7.435508728027344,47.306602478027344,7.880674362182617,1.7015327215194702,37.46034240722656,0.5403702855110168,6342,,,,,78347879,2951679,,,,
2015-10-15,1848.1505126953125,1816.020263671875,,,,46.94783020019531,7.437180042266846,47.3135871887207,7.893684387207031,14.936637878417969,28.012290954589844,0.8159656524658203,5053,,,,,73162651,1609303,125156,,,
2015-10-16,1960.011474609375,2768.23681640625,,,,46.94721221923828,7.434816837310791,47.30634689331055,7.880471706390381,7.4165239334106445,38.15029525756836,0.5099999904632568,5468,,,,,77981201,2817772,,,,
2015-10-17,1859.58056640625,2154.03173828125,,,,47.30435562133789,7.879751205444336,47.304473876953125,7.880046367645264,0.9518927931785583,0.9518927931785583,0.9518927931785583,5773,,,,,80180773,2190770,,,,
2015-10-18,1802.567626953125,15.659159660339355,,,,47.304019927978516,7.878756523132324,47.30473327636719,7.880486488342285,1.4417715072631836,2.62001895904541,0.6338769793510437,704,,,,,86355981,44019,,,,
2015-10-19,1924.081298828125,2010.6639404296875,,,,46.94776153564453,7.436909198760986,47.3053092956543,7.880507469177246,1.9324371814727783,28.183862686157227,0.6228964924812317,4885,,,,,77981278,2149081,,,,
2015-10-20,1930.27978515625,2403.92578125,,,,47.21706771850586,7.784419059753418,47.3062858581543,7.925036430358887,5.973509311676025,14.6505765914917,0.7496666312217712,4991,,,,,77237411,2355583,,,,
2015-10-21,1970.033935546875,2987.682373046875,,,,47.2172737121582,7.783955097198486,47.39287185668945,8.058452606201172,0.9583162069320679,2.303128242492676,0.5333853960037231,5087,,,,,75652596,2948103,,,,
2015-10-22,1917.0618896484375,1916.546630859375,,,,47.232852935791016,7.79313850402832,47.306278228759766,7.88040018081665,26.656272888183594,38.11006546020508,0.8039900660514832,5191,,,,,79675919,2029352,,,,
2015-10-23,1891.580078125,1865.4554443359375,,,,46.948387145996094,7.4346418380737305,47.3062858581543,7.88028621673584,6.800470352172852,31.12010383605957,0.5200961232185364,4391,,,,,79790233,1700514,,,,
2015-10-24,2116.16748046875,6483.533203125,,,,47.30426788330078,7.583477020263672,47.56520080566406,8.086113929748535,3.788034677505493,18.173566818237305,0.574282169342041,12510,,,,,69969657,6501655,,,,
2015-10-25,1811.403076171875,84.16798400878906,,,,47.30424118041992,7.8796772956848145,47.47336196899414,8.086359024047852,0.9360650181770325,1.9744873046875,0.5325410962104797,1041,,,,,83672704,256753,,,,
2015-10-26,1944.818603515625,2208.4541015625,,,,46.94698715209961,7.434963703155518,47.30586624145508,7.880512237548828,1.4368174076080322,2.4026029109954834,0.6466065049171448,5723,,,,,78773096,2130317,183280,,,
2015-10-27,1911.245361328125,2154.49951171875,,,,47.21615219116211,7.782907009124756,47.3045768737793,7.880772590637207,0.6383447051048279,0.7920227646827698,0.5635601282119751,5139,,,,,78735202,2091090,,,,
2015-10-28,1897.600341796875,1903.010498046875,,,,,,,,0.5635601282119751,0.5635601282119751,0.5635601282119751,3576,,,,,79548923,1713907,,,,
2015-10-29,1916.780517578125,2286.32177734375,,,,47.3043098449707,7.879905700683594,47.3043098449707,7.879905700683594,0.5635601282119751,0.5635601282119751,0.5635601282119751,4495,,,,,78721566,2141300,,,,
2015-10-30,1881.149658203125,1876.52392578125,,,,47.30427551269531,7.879702091217041,47.30435562133789,7.879811763763428,1.072007417678833,1.072007417678833,1.072007417678833,4474,,,,,78263791,1829955,,,,
2015-10-31,1805.9996337890625,46.325016021728516,,,,,,,,,,,99,,,,,84052637,102853,,,,
2015-11-01,1802.020751953125,10.43943977355957,,,,,,,,,,,529,,,,,84074032,34639,,,,
2015-11-02,1925.5689697265625,1734.002685546875,,,,,,,,,,,6254,,,,,77201882,2342292,266207,,,
2015-11-03,1961.4759521484375,2283.4111328125,,,,,,,,,,,5605,,,,,74900935,3397774,,,,
2015-11-04,1963.276123046875,2667.822021484375,,,,,,,,,,,6119,,,,,75634103,2858013,117944,,,
2015-11-05,1925.321044921875,2377.443359375,,,,,,,,,,,4802,,,,,78093733,2201074,,,,
2015-11-06,2021.58154296875,3708.0498046875,,,,,,,,,,,6537,,,,,78341285,3577865,117867,,,
2015-11-07,1846.069580078125,1269.57666015625,,,,,,,,,,,3423,,,,,76932754,1443217,,,,
2015-11-08,1798.2042236328125,,,,,,,,,,,,413,,,,,86313800,,,,,
2015-11-09,1930.4873046875,2107.966796875,,,,,,,,,,,6699,,,,,78394110,2453273,,,,
2015-11-10,1887.9810791015625,1553.1270751953125,,,,,,,,,,,3330,,,,,78019380,1520478,,,,
2015-11-11,1927.698486328125,2385.4228515625,,,,,,,,,,,5214,,,,,78740075,2368651,,,,
2015-11-12,1913.2159423828125,2387.533935546875,,,,,,,,,,,6761,,,,,73360574,2641670,120084,,,
2015-11-13,1955.138671875,2650.288330078125,,,,,,,,,,,5092,,,,,76229623,2399412,237577,,,
2015-11-14,1884.489501953125,1821.109130859375,,,,,,,,,,,4518,,,,,78878881,2094152,,,,
2015-11-15,1797.4580078125,,,,,,,,,,,,591,,,,,83527537,,,,,
2015-11-16,1910.0648193359375,2079.674560546875,,,,,,,,,,,4865,,,,,79174220,1914200,,,,
2015-11-17,1867.214599609375,1159.9930419921875,,,,,,,,,,,4395,,,,,77123741,1435064,,,,
2015-11-18,1920.1171875,1866.765869140625,,,,,,,,,,,4140,,,,,79356663,1806917,125681,,,
2015-11-19,1906.8155517578125,1994.719970703125,,,,,,,,,,,4544,,,,,79375802,1887168,,,,
2015-11-20,1852.9151611328125,2987.045166015625,,,,,,,,,,,6438,,,,,69295660,3347620,,,,
2015-11-21,1871.931396484375,1175.0428466796875,,,,,,,,,,,2952,,,,,79666419,1794253,,,,
2015-11-22,1800.0,,,,,,,,,,,,,,,,,86400000,,,,,
2015-11-23,1917.353515625,1948.407958984375,,,,,,,,,,,4815,,,,,78798702,2094533,,,,
2015-11-24,1900.322998046875,1886.056640625,,,,,,,,,,,4617,,,,,77662426,2008582,,,,
2015-11-25,1996.516357421875,3030.254638671875,,,,,,,,,,,6274,,,,,76316148,3234628,117783,,,
2015-11-26,1923.845458984375,2184.620361328125,,,,,,,,,,,6255,,,,,74249291,2373140,,,,
2015-11-27,1556.820068359375,2753.263671875,,,,,,,,,,,5479,,,,,59228665,2711317,,,,
2015-12-21,838.630859375,,,,,,,,,,,,,,,,,40254282,,,,,
2015-12-22,771.8555908203125,,,,,,,,,,,,,,,,,37049073,,,,,
2016-01-04,1708.03759765625,3133.34375,,,,47.30445861816406,7.879762172698975,47.30445861816406,7.879762172698975,,,,7979,,,,2515909,34992697,3853166,427344,,,
2016-01-21,585.3045654296875,624.9334716796875,,,,46.94768142700195,7.436971664428711,47.30646514892578,7.8807501792907715,2.1088294982910156,4.475377082824707,0.8215229511260986,976,,,,,23315482,592592,,,,
2016-01-22,1895.253662109375,2076.525146484375,,,,46.94731521606445,7.434892177581787,47.3065185546875,7.880993843078613,1.0343259572982788,2.500499963760376,0.6592420339584351,3347,,,,,77917349,1851637,100567,,,
2016-01-23,1828.493896484375,593.8202514648438,,,,47.21662902832031,7.790262699127197,47.312705993652344,7.914889812469482,5.101794242858887,14.64249038696289,0.55901700258255,1689,,,,,80682261,1149213,,,,
2016-01-24,1780.5125732421875,84.07196807861328,,,,47.3029670715332,7.875132083892822,47.30619430541992,7.883371829986572,1.4012943506240845,5.880136013031006,0.5100980401039124,355,,,,,84702248,200170,,,,
2016-01-25,1847.966552734375,2077.171142578125,,,,46.94413375854492,7.428529262542725,47.306358337402344,7.882068157196045,11.407658576965332,37.08402633666992,0.6100819706916809,3842,,,,,75766090,2023760,80889,,,
2016-01-26,1909.2730712890625,2685.66015625,,,,46.94734191894531,7.434848308563232,47.307884216308594,7.943307876586914,3.8891074657440186,35.66017150878906,1.426884651184082,4583,,,,,74830451,2695310,,,,
2016-01-27,1899.1005859375,2686.38671875,,,,46.94718933105469,7.43471097946167,47.312374114990234,7.944849967956543,1.2776106595993042,15.430466651916504,0.5,4661,,,,,76822253,2553994,,,,
2016-01-28,1883.62939453125,1971.8212890625,,,,46.810001373291016,7.434885501861572,47.316932678222656,8.219999313354492,3.11613130569458,40.04015350341797,0.5400926470756531,3435,,,,,77831689,1906964,,,,
2016-01-29,1634.1907958984375,3098.673828125,,,,46.947330474853516,7.434873104095459,47.47492599487305,8.226489067077637,7.903706073760986,30.14000701904297,0.6000833511352539,5006,,,,,61553008,2536025,103833,,,
2016-01-30,837.00537109375,171.54193115234375,,,,47.4499397277832,8.084312438964844,47.489070892333984,8.304764747619629,3.6563570499420166,26.81999969482422,0.5103920102119446,354,,,,,36240004,185808,,,,
